,year,gold_medal,silver_medal,bronze_medal,total_medal
5059,2004,0,1,0,1
5060,2004,0,1,0,1
5061,2004,0,0,1,1
5062,2004,1,0,0,1
5063,2004,0,1,0,1
5064,2004,0,1,0,1
5065,2004,0,0,1,1
5066,2004,0,1,0,1
5067,2004,0,1,0,1
5068,2004,1,0,0,1
5069,2004,1,0,0,1
5070,2004,0,1,0,1
5071,2004,0,1,0,1
5072,2004,0,1,0,1
5073,2004,1,0,0,1
5074,2004,0,0,1,1
5075,2004,0,0,1,1
5076,2004,0,1,0,1
5077,2004,0,0,1,1
5078,2004,0,0,1,1
5079,2004,0,0,1,1
5080,2004,1,0,0,1
5081,2004,0,0,1,1
5082,2004,0,1,0,1
5083,2004,0,1,0,1
5084,2004,0,0,1,1
5085,2004,1,0,0,1
5086,2004,0,0,1,1
5087,2004,1,0,0,1
5088,2004,1,0,0,1
5089,2004,1,0,0,1
5090,2004,1,0,0,1
5091,2004,0,1,0,1
5092,2004,0,1,0,1
5093,2004,0,1,0,1
5094,2004,1,0,0,1
5095,2004,0,1,0,1
5096,2004,0,1,0,1
5097,2004,0,1,0,1
5098,2004,1,0,0,1
5099,2004,0,0,1,1
5100,2004,0,0,1,1
5101,2004,0,0,1,1
5102,2004,0,1,0,1
5103,2004,0,0,1,1
5104,2004,0,1,0,1
5105,2004,0,0,1,1
5106,2004,0,0,1,1
5107,2004,0,0,1,1
5108,2004,1,0,0,1
5109,2004,1,0,0,1
5110,2004,1,0,0,1
5111,2004,1,0,0,1
5112,2004,0,1,0,1
5113,2004,1,0,0,1
5114,2004,0,0,1,1
5115,2004,1,0,0,1
5116,2004,0,0,1,1
5117,2004,0,0,1,1
5118,2004,0,0,1,1
5119,2004,1,0,0,1
5120,2004,0,1,0,1
5121,2004,1,0,0,1
5122,2004,1,0,0,1
5123,2004,0,1,0,1
5124,2004,0,0,1,1
5125,2004,0,0,1,1
5126,2004,0,1,0,1
5127,2004,0,1,0,1
5128,2004,1,0,0,1
5129,2000,1,0,0,1
5130,2000,0,1,0,1
5131,2000,0,1,0,1
5132,2000,0,0,1,1
5133,2000,0,1,0,1
5134,2000,1,0,0,1
5135,2000,1,0,0,1
5136,2000,0,1,0,1
5137,2000,0,0,1,1
5138,2000,0,0,1,1
5139,2000,0,0,1,1
5140,2000,0,1,0,1
5141,2000,0,1,0,1
5142,2000,1,0,0,1
5143,2000,0,1,0,1
5144,2000,0,1,0,1
5145,2000,1,0,0,1
5146,2000,0,0,1,1
5147,2000,0,1,0,1
5148,2000,0,0,1,1
5149,2000,1,0,0,1
5150,2000,0,0,1,1
5151,2000,1,0,0,1
5152,2000,0,0,1,1
5153,2000,0,0,1,1
5154,2000,0,0,1,1
5155,2000,1,0,0,1
5156,2000,0,0,1,1
5157,2000,0,1,0,1
5158,2000,1,0,0,1
5159,2000,1,0,0,1
5160,2000,1,0,0,1
5161,2000,0,1,0,1
5162,2000,1,0,0,1
5163,2000,1,0,0,1
5164,2000,1,0,0,1
5165,2000,1,0,0,1
5166,2000,0,1,0,1
5167,2000,1,0,0,1
5168,2000,1,0,0,1
5169,2000,0,0,1,1
5170,2000,0,1,0,1
5171,2000,1,0,0,1
5172,2000,1,0,0,1
5173,2000,0,0,1,1
5174,2000,0,1,0,1
5175,2000,0,1,0,1
5176,2000,0,1,0,1
5177,2000,0,0,1,1
5178,2000,0,0,1,1
5179,2000,1,0,0,1
5180,2000,0,1,0,1
5181,2000,1,0,0,1
5182,2000,0,0,1,1
5183,2000,0,0,1,1
5184,2000,0,0,1,1
5185,2000,0,0,1,1
5186,2000,0,1,0,1
5187,2000,0,0,1,1
5188,2000,0,1,0,1
5189,2000,0,1,0,1
5190,2000,0,0,1,1
5191,2000,1,0,0,1
5192,2000,0,1,0,1
5193,2000,1,0,0,1
5194,2000,0,1,0,1
5195,2000,1,0,0,1
5196,2000,0,0,1,1
5197,2000,1,0,0,1
5198,2000,0,0,1,1
5199,2000,0,1,0,1
5200,2000,0,1,0,1
5201,2000,0,1,0,1
5202,2000,0,1,0,1
5203,2000,1,0,0,1
5204,2000,0,1,0,1
5205,2000,0,0,1,1
5206,2000,0,0,1,1
5207,2000,0,1,0,1
5208,2000,0,0,1,1
5209,2000,1,0,0,1
5210,2000,1,0,0,1
5211,2000,0,0,1,1
5212,2000,0,0,1,1
5213,2000,0,0,1,1
5214,2000,1,0,0,1
5215,2000,1,0,0,1
5216,2000,0,1,0,1
5217,2000,0,1,0,1
5218,2000,0,0,1,1
5219,2012,0,1,0,1
5220,2012,1,0,0,1
5221,2012,0,0,1,1
5222,2012,0,0,1,1
5223,2012,1,0,0,1
5224,2012,0,1,0,1
5225,2012,1,0,0,1
5226,2012,0,1,0,1
5227,2012,0,1,0,1
5228,2012,0,0,1,1
5229,2012,0,1,0,1
5230,2012,0,0,1,1
5231,2012,0,0,1,1
5232,2012,0,0,1,1
5233,2012,0,0,1,1
5234,2012,0,0,1,1
5235,2012,1,0,0,1
5236,2012,0,0,1,1
5237,2012,0,1,0,1
5238,2012,0,1,0,1
5239,2012,0,1,0,1
5240,2012,0,0,1,1
5241,2012,0,0,1,1
5242,2012,1,0,0,1
5243,2012,0,1,0,1
5244,2012,1,0,0,1
5245,2012,1,0,0,1
5246,2012,1,0,0,1
5247,2012,1,0,0,1
5248,2008,0,0,1,1
5249,2008,0,0,1,1
5250,2008,0,0,1,1
5251,2008,1,0,0,1
5252,2008,0,1,0,1
5253,2008,0,0,1,1
5254,2008,0,1,0,1
5255,2008,0,1,0,1
5256,2008,1,0,0,1
5257,2008,0,0,1,1
5258,2008,0,0,1,1
5259,2008,0,0,1,1
5260,2008,0,0,1,1
5261,2008,0,0,1,1
5262,2008,1,0,0,1
5263,2008,1,0,0,1
5264,2008,1,0,0,1
5265,2008,0,1,0,1
5266,2008,1,0,0,1
5267,2008,0,1,0,1
5268,2008,0,1,0,1
5269,2008,0,0,1,1
5270,2008,0,1,0,1
5271,2008,0,1,0,1
5272,2008,0,1,0,1
5273,2008,0,1,0,1
5274,2008,0,1,0,1
5275,2008,0,0,1,1
5276,2008,0,0,1,1
5277,2008,0,0,1,1
5278,2008,0,0,1,1
5279,2008,0,1,0,1
5280,2008,0,1,0,1
5281,2008,0,0,1,1
5282,2008,0,1,0,1
5283,2004,1,0,0,1
5284,2004,0,1,0,1
5285,2004,1,0,0,1
5286,2004,0,0,1,1
5287,2004,1,0,0,1
5288,2004,0,1,0,1
5289,2004,0,1,0,1
5290,2004,1,0,0,1
5291,2004,0,1,0,1
5292,2004,0,0,1,1
5293,2004,1,0,0,1
5294,2004,0,0,1,1
5295,2004,0,1,0,1
5296,2004,0,1,0,1
5297,2004,1,0,0,1
5298,2004,0,0,1,1
5299,2004,1,0,0,1
5300,2004,0,0,1,1
5301,2004,0,0,1,1
5302,2004,0,1,0,1
5303,2004,0,0,1,1
5304,2004,1,0,0,1
5305,2004,1,0,0,1
5306,2004,0,0,1,1
5307,2004,1,0,0,1
5308,2004,1,0,0,1
5309,2004,1,0,0,1
5310,2004,0,1,0,1
5311,2004,0,0,1,1
5312,2004,0,0,1,1
5313,2004,0,1,0,1
5314,2004,0,0,1,1
5315,2004,0,0,1,1
5316,2004,0,0,1,1
5317,2000,0,0,1,1
5318,2000,0,0,1,1
5319,2000,1,0,0,1
5320,2000,0,1,0,1
5321,2000,0,0,1,1
5322,2000,1,0,0,1
5323,2000,0,0,1,1
5324,2000,0,0,1,1
5325,2000,1,0,0,1
5326,2000,0,0,1,1
5327,2000,0,1,0,1
5328,2000,1,0,0,1
5329,2000,1,0,0,1
5330,2000,0,1,0,1
5331,2000,0,0,1,1
5332,2000,0,1,0,1
5333,2000,0,0,1,1
5334,2000,0,1,0,1
5335,2000,0,1,0,1
5336,2000,0,0,1,1
5337,2000,0,1,0,1
5338,2000,1,0,0,1
5339,2000,0,0,1,1
5340,2000,0,0,1,1
5341,2000,0,1,0,1
5342,2000,0,1,0,1
5343,2000,1,0,0,1
5344,2000,0,1,0,1
5345,2000,1,0,0,1
5346,2000,1,0,0,1
5347,2000,1,0,0,1
5348,2000,0,0,1,1
5349,2000,1,0,0,1
5350,2000,0,1,0,1
5351,2012,0,1,0,1
5352,2012,0,1,0,1
5353,2012,0,1,0,1
5354,2012,1,0,0,1
5355,2012,0,0,1,1
5356,2012,1,0,0,1
5357,2012,1,0,0,1
5358,2012,0,0,1,1
5359,2012,1,0,0,1
5360,2012,1,0,0,1
5361,2012,1,0,0,1
5362,2012,1,0,0,1
5363,2012,0,1,0,1
5364,2012,0,1,0,1
5365,2012,1,0,0,1
5366,2012,1,0,0,1
5367,2012,1,0,0,1
5368,2012,0,0,1,1
5369,2012,0,1,0,1
5370,2012,0,1,0,1
5371,2012,0,1,0,1
5372,2012,0,0,1,1
5373,2012,0,0,1,1
5374,2012,0,0,1,1
5375,2012,1,0,0,1
5376,2012,1,0,0,1
5377,2012,0,1,0,1
5378,2012,0,0,1,1
5379,2012,0,1,0,1
5380,2012,0,1,0,1
5381,2012,0,0,1,1
5382,2012,0,0,1,1
5383,2012,0,0,1,1
5384,2012,1,0,0,1
5385,2012,1,0,0,1
5386,2012,0,1,0,1
5387,2012,0,1,0,1
5388,2012,0,1,0,1
5389,2012,0,0,1,1
5390,2012,0,0,1,1
5391,2012,0,0,1,1
5392,2012,0,0,1,1
5393,2012,0,0,1,1
5394,2012,0,1,0,1
5395,2012,0,1,0,1
5396,2012,0,0,1,1
5397,2012,0,0,1,1
5398,2012,0,0,1,1
5399,2012,1,0,0,1
5400,2012,1,0,0,1
5401,2012,1,0,0,1
5402,2012,0,1,0,1
5403,2012,0,1,0,1
5404,2012,0,1,0,1
5405,2012,0,0,1,1
5406,2012,0,0,1,1
5407,2012,1,0,0,1
5408,2012,1,0,0,1
5409,2012,0,1,0,1
5410,2012,1,0,0,1
5411,2012,0,0,1,1
5412,2012,0,1,0,1
5413,2012,0,0,1,1
5414,2012,0,0,1,1
5415,2012,0,1,0,1
5416,2012,0,1,0,1
5417,2012,1,0,0,1
5418,2012,1,0,0,1
5419,2012,0,0,1,1
5420,2012,0,1,0,1
5421,2012,0,1,0,1
5422,2012,0,0,1,1
5423,2012,0,0,1,1
5424,2012,0,0,1,1
5425,2012,1,0,0,1
5426,2012,1,0,0,1
5427,2012,1,0,0,1
5428,2012,0,1,0,1
5429,2012,1,0,0,1
5430,2012,1,0,0,1
5431,2012,1,0,0,1
5432,2012,0,1,0,1
5433,2012,0,1,0,1
5434,2012,1,0,0,1
5435,2012,0,1,0,1
5436,2012,0,1,0,1
5437,2012,1,0,0,1
5438,2012,0,1,0,1
5439,2012,0,0,1,1
5440,2012,0,0,1,1
5441,2012,0,0,1,1
5442,2012,0,1,0,1
5443,2012,0,0,1,1
5444,2012,1,0,0,1
5445,2012,0,0,1,1
5446,2012,0,1,0,1
5447,2012,0,1,0,1
5448,2012,0,0,1,1
5449,2012,0,0,1,1
5450,2012,0,1,0,1
5451,2012,1,0,0,1
5452,2012,1,0,0,1
5453,2012,0,0,1,1
5454,2012,0,1,0,1
5455,2012,0,0,1,1
5456,2008,1,0,0,1
5457,2008,0,1,0,1
5458,2008,0,1,0,1
5459,2008,1,0,0,1
5460,2008,0,1,0,1
5461,2008,0,0,1,1
5462,2008,0,1,0,1
5463,2008,0,0,1,1
5464,2008,0,1,0,1
5465,2008,0,0,1,1
5466,2008,0,1,0,1
5467,2008,0,1,0,1
5468,2008,0,0,1,1
5469,2008,1,0,0,1
5470,2008,0,1,0,1
5471,2008,0,0,1,1
5472,2008,1,0,0,1
5473,2008,0,0,1,1
5474,2008,0,0,1,1
5475,2008,1,0,0,1
5476,2008,1,0,0,1
5477,2008,1,0,0,1
5478,2008,1,0,0,1
5479,2008,1,0,0,1
5480,2008,0,1,0,1
5481,2008,0,1,0,1
5482,2008,1,0,0,1
5483,2008,0,0,1,1
5484,2008,0,1,0,1
5485,2008,0,1,0,1
5486,2008,0,1,0,1
5487,2008,0,1,0,1
5488,2008,1,0,0,1
5489,2008,0,1,0,1
5490,2008,0,1,0,1
5491,2008,1,0,0,1
5492,2008,1,0,0,1
5493,2008,0,0,1,1
5494,2008,1,0,0,1
5495,2008,0,0,1,1
5496,2008,0,0,1,1
5497,2008,1,0,0,1
5498,2008,0,0,1,1
5499,2008,0,1,0,1
5500,2008,0,1,0,1
5501,2008,0,0,1,1
5502,2008,1,0,0,1
5503,2008,0,1,0,1
5504,2008,0,1,0,1
5505,2008,0,0,1,1
5506,2008,0,0,1,1
5507,2008,1,0,0,1
5508,2008,0,0,1,1
5509,2008,1,0,0,1
5510,2008,0,0,1,1
5511,2008,0,0,1,1
5512,2008,0,1,0,1
5513,2008,1,0,0,1
5514,2008,0,1,0,1
5515,2008,0,1,0,1
5516,2008,1,0,0,1
5517,2008,0,0,1,1
5518,2008,1,0,0,1
5519,2008,1,0,0,1
5520,2008,0,0,1,1
5521,2008,1,0,0,1
5522,2008,0,1,0,1
5523,2008,0,1,0,1
5524,2008,0,1,0,1
5525,2008,0,1,0,1
5526,2008,0,1,0,1
5527,2008,0,0,1,1
5528,2008,1,0,0,1
5529,2008,1,0,0,1
5530,2008,0,0,1,1
5531,2008,0,0,1,1
5532,2008,0,1,0,1
5533,2008,0,0,1,1
5534,2008,0,0,1,1
5535,2008,0,0,1,1
5536,2008,0,0,1,1
5537,2008,1,0,0,1
5538,2008,1,0,0,1
5539,2008,1,0,0,1
5540,2008,0,0,1,1
5541,2008,0,1,0,1
5542,2008,0,1,0,1
5543,2008,0,0,1,1
5544,2008,0,0,1,1
5545,2008,0,1,0,1
5546,2008,0,0,1,1
5547,2008,0,0,1,1
5548,2008,1,0,0,1
5549,2008,1,0,0,1
5550,2008,1,0,0,1
5551,2008,0,0,1,1
5552,2008,0,1,0,1
5553,2008,1,0,0,1
5554,2008,1,0,0,1
5555,2008,0,1,0,1
5556,2008,1,0,0,1
5557,2008,1,0,0,1
5558,2004,0,1,0,1
5559,2004,0,1,0,1
5560,2004,1,0,0,1
5561,2004,0,0,1,1
5562,2004,0,1,0,1
5563,2004,0,1,0,1
5564,2004,0,1,0,1
5565,2004,0,0,1,1
5566,2004,0,1,0,1
5567,2004,0,0,1,1
5568,2004,0,0,1,1
5569,2004,1,0,0,1
5570,2004,1,0,0,1
5571,2004,0,1,0,1
5572,2004,1,0,0,1
5573,2004,0,0,1,1
5574,2004,1,0,0,1
5575,2004,0,1,0,1
5576,2004,0,1,0,1
5577,2004,1,0,0,1
5578,2004,0,1,0,1
5579,2004,0,0,1,1
5580,2004,0,0,1,1
5581,2004,1,0,0,1
5582,2004,0,1,0,1
5583,2004,0,1,0,1
5584,2004,0,0,1,1
5585,2004,0,1,0,1
5586,2004,0,1,0,1
5587,2004,0,1,0,1
5588,2004,1,0,0,1
5589,2004,0,0,1,1
5590,2004,0,1,0,1
5591,2004,0,1,0,1
5592,2004,1,0,0,1
5593,2004,0,0,1,1
5594,2004,0,1,0,1
5595,2004,0,0,1,1
5596,2004,0,0,1,1
5597,2004,0,0,1,1
5598,2004,0,1,0,1
5599,2004,0,1,0,1
5600,2004,1,0,0,1
5601,2004,1,0,0,1
5602,2004,1,0,0,1
5603,2004,0,1,0,1
5604,2004,0,0,1,1
5605,2004,1,0,0,1
5606,2004,1,0,0,1
5607,2004,0,0,1,1
5608,2004,1,0,0,1
5609,2004,0,0,1,1
5610,2004,0,1,0,1
5611,2004,0,1,0,1
5612,2004,0,1,0,1
5613,2004,1,0,0,1
5614,2004,0,0,1,1
5615,2004,1,0,0,1
5616,2004,0,1,0,1
5617,2004,0,1,0,1
5618,2004,0,1,0,1
5619,2004,1,0,0,1
5620,2004,0,1,0,1
5621,2004,1,0,0,1
5622,2004,0,0,1,1
5623,2004,0,0,1,1
5624,2004,1,0,0,1
5625,2004,0,1,0,1
5626,2004,0,0,1,1
5627,2004,0,0,1,1
5628,2004,1,0,0,1
5629,2004,0,0,1,1
5630,2004,0,0,1,1
5631,2004,0,0,1,1
5632,2004,1,0,0,1
5633,2004,1,0,0,1
5634,2004,0,0,1,1
5635,2004,0,0,1,1
5636,2004,0,0,1,1
5637,2004,0,0,1,1
5638,2004,0,1,0,1
5639,2004,0,0,1,1
5640,2004,1,0,0,1
5641,2004,1,0,0,1
5642,2004,1,0,0,1
5643,2004,0,1,0,1
5644,2004,0,1,0,1
5645,2004,0,0,1,1
5646,2004,1,0,0,1
5647,2004,0,0,1,1
5648,2004,1,0,0,1
5649,2004,1,0,0,1
5650,2004,0,0,1,1
5651,2004,0,1,0,1
5652,2004,1,0,0,1
5653,2004,1,0,0,1
5654,2004,0,1,0,1
5655,2004,1,0,0,1
5656,2004,1,0,0,1
5657,2004,0,0,1,1
5658,2004,0,0,1,1
5659,2000,1,0,0,1
5660,2000,0,1,0,1
5661,2000,1,0,0,1
5662,2000,0,0,1,1
5663,2000,0,1,0,1
5664,2000,0,1,0,1
5665,2000,0,1,0,1
5666,2000,0,0,1,1
5667,2000,1,0,0,1
5668,2000,1,0,0,1
5669,2000,1,0,0,1
5670,2000,1,0,0,1
5671,2000,0,0,1,1
5672,2000,0,1,0,1
5673,2000,0,1,0,1
5674,2000,0,0,1,1
5675,2000,1,0,0,1
5676,2000,1,0,0,1
5677,2000,1,0,0,1
5678,2000,0,1,0,1
5679,2000,0,1,0,1
5680,2000,0,1,0,1
5681,2000,0,0,1,1
5682,2000,0,1,0,1
5683,2000,0,1,0,1
5684,2000,1,0,0,1
5685,2000,0,0,1,1
5686,2000,0,0,1,1
5687,2000,0,0,1,1
5688,2000,0,0,1,1
5689,2000,1,0,0,1
5690,2000,1,0,0,1
5691,2000,0,1,0,1
5692,2000,1,0,0,1
5693,2000,0,0,1,1
5694,2000,0,0,1,1
5695,2000,0,0,1,1
5696,2000,0,0,1,1
5697,2000,1,0,0,1
5698,2000,0,0,1,1
5699,2000,0,1,0,1
5700,2000,1,0,0,1
5701,2000,1,0,0,1
5702,2000,1,0,0,1
5703,2000,1,0,0,1
5704,2000,0,1,0,1
5705,2000,1,0,0,1
5706,2000,1,0,0,1
5707,2000,0,1,0,1
5708,2000,0,0,1,1
5709,2000,0,1,0,1
5710,2000,1,0,0,1
5711,2000,1,0,0,1
5712,2000,0,1,0,1
5713,2000,0,0,1,1
5714,2000,0,1,0,1
5715,2000,0,0,1,1
5716,2000,1,0,0,1
5717,2000,1,0,0,1
5718,2000,0,1,0,1
5719,2000,1,0,0,1
5720,2000,0,0,1,1
5721,2000,0,0,1,1
5722,2000,0,1,0,1
5723,2000,0,0,1,1
5724,2000,1,0,0,1
5725,2000,1,0,0,1
5726,2000,1,0,0,1
5727,2000,0,0,1,1
5728,2000,0,0,1,1
5729,2000,0,0,1,1
5730,2000,0,1,0,1
5731,2000,0,1,0,1
5732,2000,1,0,0,1
5733,2000,0,0,1,1
5734,2000,0,0,1,1
5735,2000,0,1,0,1
5736,2000,1,0,0,1
5737,2000,0,0,1,1
5738,2000,1,0,0,1
5739,2000,0,0,1,1
5740,2000,0,0,1,1
5741,2000,0,1,0,1
5742,2000,1,0,0,1
5743,2000,0,1,0,1
5744,2000,0,1,0,1
5745,2000,0,0,1,1
5746,2000,1,0,0,1
5747,2000,0,1,0,1
5748,2000,0,0,1,1
5749,2000,0,0,1,1
5750,2000,0,1,0,1
5751,2000,1,0,0,1
5752,2000,0,1,0,1
5753,2000,0,0,1,1
5754,2000,1,0,0,1
5755,2000,0,0,1,1
5756,2000,0,1,0,1
5757,2000,0,0,1,1
5758,2010,0,1,0,1
5759,2010,0,1,0,1
5760,2010,0,0,1,1
5761,2010,1,0,0,1
5762,2010,1,0,0,1
5763,2010,1,0,0,1
5764,2010,0,1,0,1
5765,2010,0,1,0,1
5766,2010,0,0,1,1
5767,2010,0,0,1,1
5768,2010,0,0,1,1
5769,2010,1,0,0,1
5770,2010,0,0,1,1
5771,2010,0,0,1,1
5772,2010,0,1,0,1
5773,2010,1,0,0,1
5774,2010,0,1,0,1
5775,2010,1,0,0,1
5776,2006,0,1,0,1
5777,2006,1,0,0,1
5778,2006,0,1,0,1
5779,2006,0,0,1,1
5780,2006,0,1,0,1
5781,2006,0,0,1,1
5782,2006,0,0,1,1
5783,2006,1,0,0,1
5784,2006,0,1,0,1
5785,2006,1,0,0,1
5786,2006,1,0,0,1
5787,2006,1,0,0,1
5788,2006,0,0,1,1
5789,2006,0,0,1,1
5790,2006,1,0,0,1
5791,2006,0,1,0,1
5792,2006,0,1,0,1
5793,2006,0,0,1,1
5794,2002,1,0,0,1
5795,2002,0,1,0,1
5796,2002,1,0,0,1
5797,2002,0,0,1,1
5798,2002,0,0,1,1
5799,2002,1,0,0,1
5800,2002,0,0,1,1
5801,2002,0,1,0,1
5802,2002,0,0,1,1
5803,2002,1,0,0,1
5804,2002,1,0,0,1
5805,2002,0,1,0,1
5806,2002,1,0,0,1
5807,2002,0,0,1,1
5808,2002,1,0,0,1
5809,2002,0,1,0,1
5810,2002,1,0,0,1
5811,2002,0,0,1,1
5812,2010,0,0,1,1
5813,2010,0,1,0,1
5814,2010,0,1,0,1
5815,2010,1,0,0,1
5816,2010,1,0,0,1
5817,2010,0,0,1,1
5818,2010,0,0,1,1
5819,2010,0,1,0,1
5820,2010,1,0,0,1
5821,2010,0,0,1,1
5822,2010,1,0,0,1
5823,2010,0,1,0,1
5824,2010,0,0,1,1
5825,2010,0,1,0,1
5826,2010,1,0,0,1
5827,2010,0,1,0,1
5828,2010,1,0,0,1
5829,2010,0,0,1,1
5830,2006,1,0,0,1
5831,2006,0,0,1,1
5832,2006,0,1,0,1
5833,2006,0,0,1,1
5834,2006,1,0,0,1
5835,2006,1,0,0,1
5836,2006,0,0,1,1
5837,2006,0,0,1,1
5838,2006,1,0,0,1
5839,2006,0,1,0,1
5840,2006,0,1,0,1
5841,2006,0,1,0,1
5842,2002,0,1,0,1
5843,2002,0,1,0,1
5844,2002,1,0,0,1
5845,2002,0,0,1,1
5846,2002,0,0,1,1
5847,2002,0,0,1,1
5848,2002,1,0,0,1
5849,2002,0,1,0,1
5850,2002,0,1,0,1
5851,2002,0,0,1,1
5852,2002,1,0,0,1
5853,2002,1,0,0,1
5854,2012,0,1,0,1
5855,2012,1,0,0,1
5856,2012,1,0,0,1
5857,2012,0,1,0,1
5858,2012,0,0,1,1
5859,2012,1,0,0,1
5860,2012,1,0,0,1
5861,2012,0,1,0,1
5862,2012,0,0,1,1
5863,2012,0,1,0,1
5864,2012,0,1,0,1
5865,2012,0,1,0,1
5866,2012,0,1,0,1
5867,2012,0,1,0,1
5868,2012,0,1,0,1
5869,2012,1,0,0,1
5870,2012,0,1,0,1
5871,2012,0,0,1,1
5872,2012,0,0,1,1
5873,2012,0,0,1,1
5874,2012,0,0,1,1
5875,2012,0,1,0,1
5876,2012,0,0,1,1
5877,2012,0,0,1,1
5878,2012,0,0,1,1
5879,2012,1,0,0,1
5880,2012,1,0,0,1
5881,2012,0,0,1,1
5882,2012,0,1,0,1
5883,2012,0,0,1,1
5884,2012,0,0,1,1
5885,2012,1,0,0,1
5886,2012,1,0,0,1
5887,2012,1,0,0,1
5888,2012,1,0,0,1
5889,2012,0,1,0,1
5890,2012,0,0,1,1
5891,2012,0,0,1,1
5892,2012,1,0,0,1
5893,2012,0,0,1,1
5894,2012,0,1,0,1
5895,2012,0,1,0,1
5896,2012,1,0,0,1
5897,2012,0,0,1,1
5898,2012,0,0,1,1
5899,2012,0,1,0,1
5900,2012,1,0,0,1
5901,2012,0,1,0,1
5902,2012,0,1,0,1
5903,2012,1,0,0,1
5904,2012,0,0,1,1
5905,2012,0,1,0,1
5906,2012,0,0,1,1
5907,2012,1,0,0,1
5908,2012,1,0,0,1
5909,2012,0,1,0,1
5910,2008,0,0,1,1
5911,2008,0,1,0,1
5912,2008,0,1,0,1
5913,2008,1,0,0,1
5914,2008,0,1,0,1
5915,2008,0,0,1,1
5916,2008,0,0,1,1
5917,2008,0,1,0,1
5918,2008,1,0,0,1
5919,2008,0,1,0,1
5920,2008,1,0,0,1
5921,2008,1,0,0,1
5922,2008,1,0,0,1
5923,2008,1,0,0,1
5924,2008,1,0,0,1
5925,2008,0,0,1,1
5926,2008,0,1,0,1
5927,2008,0,1,0,1
5928,2008,0,1,0,1
5929,2008,0,0,1,1
5930,2008,0,1,0,1
5931,2008,1,0,0,1
5932,2008,0,0,1,1
5933,2008,0,1,0,1
5934,2008,0,0,1,1
5935,2008,1,0,0,1
5936,2008,1,0,0,1
5937,2008,1,0,0,1
5938,2008,0,1,0,1
5939,2008,0,0,1,1
5940,2008,0,0,1,1
5941,2008,1,0,0,1
5942,2008,0,0,1,1
5943,2008,1,0,0,1
5944,2008,0,1,0,1
5945,2008,0,1,0,1
5946,2008,0,1,0,1
5947,2008,0,0,1,1
5948,2008,0,1,0,1
5949,2008,0,0,1,1
5950,2008,0,1,0,1
5951,2008,0,1,0,1
5952,2008,0,1,0,1
5953,2008,1,0,0,1
5954,2008,1,0,0,1
5955,2004,1,0,0,1
5956,2004,0,1,0,1
5957,2004,1,0,0,1
5958,2004,0,1,0,1
5959,2004,0,0,1,1
5960,2004,0,1,0,1
5961,2004,0,1,0,1
5962,2004,0,0,1,1
5963,2004,0,0,1,1
5964,2004,1,0,0,1
5965,2004,0,0,1,1
5966,2004,0,0,1,1
5967,2004,1,0,0,1
5968,2004,0,1,0,1
5969,2004,0,1,0,1
5970,2004,0,0,1,1
5971,2004,1,0,0,1
5972,2004,1,0,0,1
5973,2004,0,0,1,1
5974,2004,0,0,1,1
5975,2004,0,1,0,1
5976,2004,0,1,0,1
5977,2004,1,0,0,1
5978,2004,0,0,1,1
5979,2004,1,0,0,1
5980,2004,0,0,1,1
5981,2004,0,1,0,1
5982,2004,1,0,0,1
5983,2004,0,1,0,1
5984,2004,1,0,0,1
5985,2004,0,0,1,1
5986,2004,0,0,1,1
5987,2004,0,0,1,1
5988,2004,0,0,1,1
5989,2004,1,0,0,1
5990,2004,0,0,1,1
5991,2004,0,1,0,1
5992,2004,0,1,0,1
5993,2004,1,0,0,1
5994,2004,1,0,0,1
5995,2004,0,0,1,1
5996,2004,0,1,0,1
5997,2004,1,0,0,1
5998,2004,1,0,0,1
5999,2004,0,1,0,1
6000,2004,0,1,0,1
6001,2004,0,1,0,1
6002,2004,0,0,1,1
6003,2004,0,1,0,1
6004,2004,1,0,0,1
6005,2004,1,0,0,1
6006,2000,1,0,0,1
6007,2000,0,0,1,1
6008,2000,0,0,1,1
6009,2000,1,0,0,1
6010,2000,0,1,0,1
6011,2000,1,0,0,1
6012,2000,0,0,1,1
6013,2000,0,1,0,1
6014,2000,0,1,0,1
6015,2000,1,0,0,1
6016,2000,0,0,1,1
6017,2000,1,0,0,1
6018,2000,0,1,0,1
6019,2000,1,0,0,1
6020,2000,1,0,0,1
6021,2000,1,0,0,1
6022,2000,0,1,0,1
6023,2000,0,0,1,1
6024,2000,1,0,0,1
6025,2000,0,0,1,1
6026,2000,0,0,1,1
6027,2000,1,0,0,1
6028,2000,0,0,1,1
6029,2000,0,0,1,1
6030,2000,1,0,0,1
6031,2000,1,0,0,1
6032,2000,1,0,0,1
6033,2000,0,1,0,1
6034,2000,1,0,0,1
6035,2000,0,0,1,1
6036,2000,0,1,0,1
6037,2000,1,0,0,1
6038,2000,1,0,0,1
6039,2000,1,0,0,1
6040,2000,0,1,0,1
6041,2000,1,0,0,1
6042,2000,0,1,0,1
6043,2000,0,0,1,1
6044,2000,0,1,0,1
6045,2000,1,0,0,1
6046,2000,0,0,1,1
6047,2000,0,1,0,1
6048,2000,0,1,0,1
6049,2000,0,0,1,1
6050,2000,0,1,0,1
6051,2000,0,0,1,1
6052,2000,0,0,1,1
6053,2000,0,1,0,1
6054,2000,0,0,1,1
6055,2000,0,1,0,1
6056,2000,1,0,0,1
