,name,age,country
3065,Faustine Merret,26.0,France
3066,Charlie Ogletree,36.0,United States
3067,Christina Otzen,28.0,Denmark
3068,Pascal Rambeau,32.0,France
3069,Shirley Robertson,36.0,Great Britain
3070,Nick Rogers,27.0,Great Britain
3071,Xavier Rohart,36.0,France
3072,Robert Scheidt,31.0,Brazil
3073,Kazuto Seki,28.0,Japan
3074,Alessandra Sensini,34.0,Italy
3075,Lenka Šmídová,29.0,Czech Republic
3076,HansPeter Steinacher,35.0,Austria
3077,Siren Sundby,21.0,Norway
3078,Ruslana Taran,33.0,Ukraine
3079,Kenjiro Todoroki,28.0,Japan
3080,Therese Torgersson,28.0,Sweden
3081,Rafael Trujillo,28.0,Spain
3082,Aimilia Tsoulfa,31.0,Greece
3083,Natalia Vía Dufresne,31.0,Spain
3084,Sarah Webb,27.0,Great Britain
3085,Mike Wolfs,33.0,Canada
3086,Yin Jian,25.0,China
3087,Vendela ZachrissonSantén,26.0,Sweden
3088,Vasilij Žbogar,28.0,Slovenia
3089,Ben Ainslie,23.0,Great Britain
3090,Serena Amato,26.0,Argentina
3091,Jenny Armstrong,30.0,Australia
3092,Gunnar Bahr,25.0,Germany
3093,Jesper Bank,41.71178822269718,Denmark
3094,Ian Barker,34.0,Great Britain
3095,Michael Blackburn,30.0,Australia
3096,Henrik Blakskjær,29.0,Denmark
3097,Ingo Borkowski,28.0,Germany
3098,Darren Bundock,29.0,Australia
3099,Javier Conte,25.0,Argentina
3100,Mark Covell,32.0,Great Britain
3101,Paul Davis,41.71178822269718,Norway
3102,Juan de la Fuente,24.0,Argentina
3103,Luca Devoti,37.0,Italy
3104,Carlos Espínola,28.0,Argentina
3105,Marcelo Ferreira,34.0,Brazil
3106,Paul Foerster,36.0,United States
3107,John Forbes,30.0,Australia
3108,Roland Gäbler,35.0,Germany
3109,Pease Glaser,38.0,United States
3110,Torben Grael,40.0,Brazil
3111,Roman Hagara,34.0,Austria
3112,Simon Hiscocks,27.0,Great Britain
3113,JJ Isler,36.0,United States
3114,Thomas Jacobsen,28.0,Denmark
3115,Jyrki Järvi,34.0,Finland
3116,Herman Horn Johannessen,36.0,Norway
3117,Thomas Johanson,31.0,Finland
3118,Barbara Kendall,33.0,New Zealand
3119,Tom King,27.0,Australia
3120,Magnus Liljedahl,41.71178822269718,United States
3121,Fredrik Lööf,30.0,Sweden
3122,Amelie Lux,23.0,Germany
3123,Margriet Matthijsse,23.0,Netherlands
3124,Aaron McIntosh,28.0,New Zealand
3125,Charlie McKee,38.0,United States
3126,Jonathan McKee,40.0,United States
3127,Bob Merrick,29.0,United States
3128,Olena Pakholchyk,35.0,Ukraine
3129,Iain Percy,24.0,Great Britain
3130,Mark Reynolds,41.71178822269718,United States
3131,Shirley Robertson,32.0,Great Britain
3132,Robert Scheidt,27.0,Brazil
3133,Jochen Schümann,41.71178822269718,Germany
3134,René Schwall,29.0,Germany
3135,Alessandra Sensini,30.0,Italy
3136,Christoph Sieber,29.0,Austria
3137,HansPeter Steinacher,32.0,Austria
3138,Espen Stokkeland,32.0,Norway
3139,Belinda Stowell,29.0,Australia
3140,Ruslana Taran,29.0,Ukraine
3141,Mark Turnbull,26.0,Australia
3142,Ian Walker,30.0,Great Britain
3143,Chantal Achterberg,27.0,Netherlands
3144,Filip Adamski,29.0,Germany
3145,Carina Bär,22.0,Germany
3146,Jacob Barsøe,23.0,Denmark
3147,Chris Bartley,28.0,Great Britain
3148,Romano Battisti,25.0,Italy
3149,Anna BebingtonWatkins,29.0,Great Britain
3150,Claudia Belderbos,27.0,Netherlands
3151,Gabe Bergen,30.0,Canada
3152,Hamish Bond,26.0,New Zealand
3153,Carline Bouw,27.0,Netherlands
3154,Matthew Brittain,25.0,South Africa
3155,Jeremiah Brown,26.0,Canada
3156,Ashley Brzozowicz,29.0,Canada
3157,Andrew Byrnes,29.0,Canada
3158,Erin Cafaro,29.0,United States
3159,Alan Campbell,29.0,Great Britain
3160,Peter Chambers,22.0,Great Britain
3161,Richard Chambers,27.0,Great Britain
3162,James Chapman,32.0,Australia
3163,Germain Chardin,29.0,France
3164,Nathan Cohen,26.0,New Zealand
3165,Charlie Cole,26.0,United States
3166,Iztok Cop,40.0,Slovenia
3167,Kat Copeland,21.0,Great Britain
3168,Will Crothers,25.0,Canada
3169,Douglas Csima,26.0,Canada
3170,Caryn Davies,30.0,United States
3171,Sytske de Groot,26.0,Netherlands
3172,Annemiek de Haan,31.0,Netherlands
3173,Rachelle De JongViinberg,33.0,Canada
3174,Natalie Dell,27.0,United States
3175,Yana Dementieva,33.0,Ukraine
3176,Nataliya Dovhodko,21.0,Ukraine
3177,Mahé Drysdale,33.0,New Zealand
3178,Joshua DunkleySmith,23.0,Australia
3179,Eskild Ebbesen,40.0,Denmark
3180,Ric Egington,33.0,Great Britain
3181,Fie Udby Erichsen,27.0,Denmark
3182,James Foad,25.0,Great Britain
3183,Karsten Forsterling,32.0,Australia
3184,Susan Francia,29.0,United States
3185,Magdalena Fularczyk,25.0,Poland
3186,Scott Gault,29.0,United States
3187,Khristina Giazitzidou,22.0,Greece
3188,Rob Gibson,26.0,Canada
3189,Drew Ginn,37.0,Australia
3190,Helen Glover,26.0,Great Britain
3191,Katherine Grainger,36.0,Great Britain
3192,Alex Gregory,28.0,Great Britain
3193,Tim Grohmann,23.0,Germany
3194,Krista Guloien,32.0,Canada
3195,Juliette Haigh,29.0,New Zealand
3196,Janine Hanson,29.0,Canada
3197,Phelan Hill,33.0,Great Britain
3198,Kate Hornsey,30.0,Australia
3199,Sophie Hosking,26.0,Great Britain
3200,Malcolm Howard,29.0,Canada
3201,Huang Wenyi,21.0,China
3202,Mark Hunter,34.0,Great Britain
3203,Tom James,28.0,Great Britain
3204,Eric Johannesen,24.0,Germany
3205,Morten Jørgensen,27.0,Denmark
3206,Megan Kalmoe,28.0,United States
3207,Nienke Kingma,30.0,Netherlands
3208,Mirka Knapková,31.0,Czech Republic
3209,Kara Kohler,21.0,United States
3210,Anastasiya Kozhenkova,26.0,Ukraine
3211,Andreas Kuffner,25.0,Germany
3212,Matt Langridge,29.0,Great Britain
3213,Caroline Lind,29.0,United States
3214,William Lockwood,24.0,Australia
3215,Esther Lofgren,27.0,United States
3216,Elle Logan,24.0,United States
3217,Constantine Louloudis,20.0,Great Britain
3218,Darcy Marquardt,33.0,Canada
3219,Adrienne Martelli,24.0,United States
3220,Damir Martin,24.0,Croatia
3221,Natalie Mastracci,23.0,Canada
3222,Conlin McCabe,21.0,Canada
3223,James McRae,25.0,Australia
3224,Florian Mennigen,30.0,Germany
3225,Julia Michalska,27.0,Poland
3226,Chris Morgan,29.0,Australia
3227,Andréanne Morin,30.0,Canada
3228,Dorian Mortelette,28.0,France
3229,Lukas Müller,25.0,Germany
3230,Eric Murray,30.0,New Zealand
3231,Meghan Musnicki,29.0,United States
3232,George Nash,22.0,Great Britain
3233,Sizwe Ndlovu,31.0,South Africa
3234,Daniel Noonan,32.0,Australia
3235,Glenn Ochal,26.0,United States
3236,Britta Oppelt,34.0,Germany
3237,Sarah OuthwaiteTait,29.0,Australia
3238,Alex Partridge,31.0,Great Britain
3239,Brooke Pratley,32.0,Australia
3240,Brian Price,36.0,Canada
3241,Zac Purchase,26.0,Great Britain
3242,Rasmus Quist,32.0,Denmark
3243,Tom Ransley,26.0,Great Britain
3244,Mads Rasmussen,30.0,Denmark
3245,Pete Reed,31.0,Great Britain
3246,Maximilian Reinelt,23.0,Germany
3247,Roline Repelaer van Driel,28.0,Netherlands
3248,Julia Richter,23.0,Germany
3249,Taylor Ritzel,23.0,United States
3250,Henrik Rummel,24.0,United States
3251,David Šain,24.0,Croatia
3252,Alessio Sartori,35.0,Italy
3253,Will Satch,23.0,Great Britain
3254,Martin Sauer,29.0,Germany
3255,Moe Sbihi,24.0,Great Britain
3256,Anne Schellekens,26.0,Netherlands
3257,Richard Schmidt,25.0,Germany
3258,Lauritz Schoof,21.0,Germany
3259,Karl Schulze,24.0,Germany
3260,Rebecca Scown,28.0,New Zealand
3261,Greg Searle,40.0,Great Britain
3262,Martin Sinkovic,22.0,Croatia
3263,Valent Sinkovic,23.0,Croatia
3264,John Smith,22.0,South Africa
3265,Luka Špik,33.0,Slovenia
3266,Heather Stanning,27.0,Great Britain
3267,Joseph Sullivan,25.0,New Zealand
3268,Ondrej Synek,29.0,Czech Republic
3269,Kateryna Tarasenko,24.0,Ukraine
3270,Peter Taylor,28.0,New Zealand
3271,Annekatrin Thiele,27.0,Germany
3272,James Thompson,25.0,South Africa
3273,Lesley ThompsonWillie,41.71178822269718,Canada
3274,Andrew Triggs Hodge,33.0,Great Britain
3275,Alexandra Tsiavou,26.0,Greece
3276,Storm Uru,27.0,New Zealand
3277,Jacobine Veenhoven,28.0,Netherlands
3278,Phillipp Wende,27.0,Germany
3279,Mary Whipple,32.0,United States
3280,Kristof Wilke,27.0,Germany
3281,Lauren Wilkinson,22.0,Canada
3282,Rob Williams,27.0,Great Britain
3283,Kasper Winther Jørgensen,27.0,Denmark
3284,Xu Dongxiang,29.0,China
3285,Luca Agamennoni,28.0,Italy
3286,Wyatt Allen,29.0,United States
3287,Mads Andersen,30.0,Denmark
3288,Julien Bahain,22.0,France
3289,Eniko BarabasMironcic,22.0,Romania
3290,Jon Beare,34.0,Canada
3291,Anna BebingtonWatkins,25.0,Great Britain
3292,Milosz Bernatajtys,26.0,Poland
3293,Cédric Berrest,23.0,France
3294,Yuliya Bichik,25.0,Belarus
3295,Kathrin Boron,38.0,Germany
3296,Micah Boyd,26.0,United States
3297,Iain Brambell,34.0,Canada
3298,Scott Brennan,25.0,Australia
3299,George Bridgewater,25.0,New Zealand
3300,Andrew Byrnes,25.0,Canada
3301,Erin Cafaro,25.0,United States
3302,Dave Calder,30.0,Canada
3303,Tracy Cameron,33.0,Canada
3304,Germain Chardin,25.0,France
3305,Jonathan Coeffic,27.0,France
3306,Steven Coppola,24.0,United States
3307,David Crawshay,28.0,Australia
3308,Caryn Davies,26.0,United States
3309,Annemiek de Haan,27.0,Netherlands
3310,Femke Dekker,29.0,Netherlands
3311,Julien Després,25.0,France
3312,Mahé Drysdale,29.0,New Zealand
3313,Rumyana DzhadzharovaNeykova,35.0,Bulgaria
3314,Eskild Ebbesen,36.0,Denmark
3315,Thomas Ebert,35.0,Denmark
3316,Ric Egington,29.0,Great Britain
3317,Tõnu Endrekson,29.0,Estonia
3318,Caroline EversSwindell,29.0,New Zealand
3319,Georgina EversSwindell,29.0,New Zealand
3320,Debbie Flood,28.0,Great Britain
3321,Rodica FloreaSerban,25.0,Romania
3322,Susan Francia,25.0,United States
3323,Scott Frandsen,28.0,Canada
3324,Duncan Free,35.0,Australia
3325,Rossano Galtarossa,36.0,Italy
3326,Gao Yulan,24.0,China
3327,Nataliya Gelakh,30.0,Belarus
3328,Elena Georgescu,41.71178822269718,Romania
3329,Drew Ginn,33.0,Australia
3330,Anna Goodale,25.0,United States
3331,Katherine Grainger,32.0,Great Britain
3332,Michelle Guerette,27.0,United States
3333,Kyle Hamilton,30.0,Canada
3334,Alastair Heathcote,30.0,Great Britain
3335,Francis Hegerty,25.0,Australia
3336,Beau Hoopman,27.0,United States
3337,Frances Houghton,27.0,Great Britain
3338,Malcolm Howard,25.0,Canada
3339,Mark Hunter,30.0,Great Britain
3340,Christiane Huth,27.0,Germany
3341,Doina Ignat,39.0,Romania
3342,Josh Inman,28.0,United States
3343,Jüri Jaanson,41.71178822269718,Estonia
3344,Tom James,24.0,Great Britain
3345,Michal Jelinski,28.0,Poland
3346,Jin Ziwei,22.0,China
3347,Morten Jørgensen,23.0,Denmark
3348,Yekaterina KhodatovichKarsten,36.0,Belarus
3349,Nienke Kingma,26.0,Netherlands
3350,Melanie Kok,24.0,Canada
3351,Marek Kolbowicz,37.0,Poland
3352,Adam Korol,33.0,Poland
3353,Adam Kreek,27.0,Canada
3354,Matt Langridge,25.0,Great Britain
3355,Elise Laverick,33.0,Great Britain
3356,Mike Lewis,27.0,Canada
3357,Kevin Light,29.0,Canada
3358,Caroline Lind,25.0,United States
3359,Elle Logan,20.0,United States
3360,Tom Lucy,20.0,Great Britain
3361,Manuela Lutze,34.0,Germany
3362,James Marburg,25.0,Australia
3363,Marcus McElhenney,27.0,United States
3364,Maxi McKenzieMcHarg,28.0,Australia
3365,Anna MickelsonCummins,28.0,United States
3366,Dorian Mortelette,24.0,France
3367,Dimitris Mougios,26.0,Greece
3368,Acer Nethercott,30.0,Great Britain
3369,Minna Nieminen,31.0,Finland
3370,Britta Oppelt,30.0,Germany
3371,Ioana PapucRotaru,24.0,Romania
3372,Liam Parsons,31.0,Canada
3373,Alex Partridge,27.0,Great Britain
3374,Bartlomiej Pawelczak,26.0,Poland
3375,Lukasz Pawlowski,25.0,Poland
3376,PierreJean Peltier,24.0,France
3377,Constanta PipotaBurcica,37.0,Romania
3378,Vasilios Polymeros,32.0,Greece
3379,Brian Price,32.0,Canada
3380,Zac Purchase,22.0,Great Britain
3381,Rasmus Quist,28.0,Denmark
3382,Simone Raineri,31.0,Italy
3383,Pawel Randa,29.0,Poland
3384,Mads Rasmussen,26.0,Denmark
3385,Pete Reed,27.0,Great Britain
3386,Roline Repelaer van Driel,24.0,Netherlands
3387,Benjamin Rondeau,24.0,France
3388,Stephen Rowbotham,26.0,Great Britain
3389,Ben Rutledge,27.0,Canada
3390,Matt Ryan,24.0,Australia
3391,Stephanie Schiller,22.0,Germany
3392,Matt Schnobrich,29.0,United States
3393,Lindsay Schoop,26.0,United States
3394,Dominic Seiterle,32.0,Canada
3395,Sarah Siegelaar,26.0,Netherlands
3396,Colin Smith,24.0,Great Britain
3397,Marlies Smulders,26.0,Netherlands
3398,Tom Stallard,29.0,Great Britain
3399,Sanna Stén,31.0,Finland
3400,Simona StrimbeschiMusat,26.0,Romania
3401,Ondrej Synek,25.0,Czech Republic
3402,Tang Bin,22.0,China
3403,Helen Tanger,29.0,Netherlands
3404,Annekatrin Thiele,23.0,Germany
3405,Andrew Triggs Hodge,29.0,Great Britain
3406,Olaf Tufte,32.0,Norway
3407,Nathan Twaddle,31.0,New Zealand
3408,Kirsten van der Kolk,32.0,Netherlands
3409,Marit van Eupen,38.0,Netherlands
3410,Annemarieke van Rumpt,28.0,Netherlands
3411,Simone Venier,23.0,Italy
3412,Annie Vernon,25.0,Great Britain
3413,Bryan Volpenhein,31.0,United States
3414,Daniel Walsh,29.0,United States
3415,Konrad Wasielewski,23.0,Poland
3416,Matt Wells,28.0,Great Britain
3417,Josh West,31.0,Great Britain
3418,Jake Wetzel,31.0,Canada
3419,Mary Whipple,28.0,United States
3420,Steve Williams,32.0,Great Britain
3421,Ester Workel,33.0,Netherlands
3422,Wu You,24.0,China
3423,Xi Aihua,26.0,China
3424,Zhang Yangyang,19.0,China
3425,Luca Agamennoni,24.0,Italy
3426,Chris Ahrens,28.0,United States
3427,Wyatt Allen,25.0,United States
3428,Catello Amarante,25.0,Italy
3429,Salvatore Amitrano,28.0,Italy
3430,Cam Baerg,31.0,Canada
3431,Michiel Bartman,37.0,Netherlands
3432,Dan Beery,29.0,United States
3433,Lorenzo Bertini,28.0,Italy
3434,Yuliya Bichik,21.0,Belarus
3435,Serhiy Biloushchenko,22.0,Ukraine
3436,Cath Bishop,32.0,Great Britain
3437,Claudia Blasberg,29.0,Germany
3438,Kathrin Boron,34.0,Germany
3439,Amber Bradley,24.0,Australia
3440,Simon Burgess,36.0,Australia
3441,Donnie Cech,30.0,South Africa
3442,Chun Wei Cheung,32.0,Netherlands
3443,Aurica ChiritaBarascu,29.0,Romania
3444,Pete Cipollone,33.0,United States
3445,Ed Coode,29.0,Great Britain
3446,Iztok Cop,32.0,Slovenia
3447,Alison Cox,25.0,United States
3448,James Cracknell,32.0,Great Britain
3449,Ben Cureton,23.0,Australia
3450,Caryn Davies,22.0,United States
3451,Annemiek de Haan,23.0,Netherlands
3452,Matt Deakin,24.0,United States
3453,Hurnet Dekkers,30.0,Netherlands
3454,Dario Dentale,21.0,Italy
3455,GeertJan Derksen,29.0,Netherlands
3456,Ramon di Clemente,29.0,South Africa
3457,Megan Dirkmaat,28.0,United States
3458,Frédéric Dufour,28.0,France
3459,Rumyana DzhadzharovaNeykova,31.0,Bulgaria
3460,Eskild Ebbesen,32.0,Denmark
3461,Thomas Ebert,31.0,Denmark
3462,Anthony Edwards,31.0,Australia
3463,Gerritjan Eggenkamp,28.0,Netherlands
3464,Meike Evers,27.0,Germany
3465,Caroline EversSwindell,25.0,New Zealand
3466,Georgina EversSwindell,25.0,New Zealand
3467,Dana Faletic,27.0,Australia
3468,Sergey Fedorovtsev,24.0,Russia
3469,Debbie Flood,24.0,Great Britain
3470,Rodica FloreaSerban,21.0,Romania
3471,JanWillem Gabriëls,25.0,Netherlands
3472,Liliana Gafencu,29.0,Romania
3473,Rossano Galtarossa,32.0,Italy
3474,Nataliya Gelakh,26.0,Belarus
3475,Elena Georgescu,40.0,Romania
3476,Drew Ginn,29.0,Australia
3477,Katherine Grainger,28.0,Great Britain
3478,Jakub Hanák,21.0,Czech Republic
3479,Joey Hansen,25.0,United States
3480,Bo Hanson,31.0,Australia
3481,Adrien Hardy,26.0,France
3482,Tom Herschmiller,26.0,Canada
3483,Nienke Hommes,27.0,Netherlands
3484,Beau Hoopman,23.0,United States
3485,Kerry Hore,23.0,Australia
3486,Frances Houghton,23.0,Great Britain
3487,Serhiy Hryn,22.0,Ukraine
3488,Doina Ignat,35.0,Romania
3489,Jüri Jaanson,38.0,Estonia
3490,David Jirka,22.0,Czech Republic
3491,Katie Johnson,25.0,United States
3492,Tomáš Karas,29.0,Czech Republic
3493,Yekaterina KhodatovichKarsten,32.0,Belarus
3494,David Kopriva,24.0,Czech Republic
3495,Laurel Korholz,34.0,United States
3496,Kerstin KowalskiElQalqili,28.0,Germany
3497,Igor Kravtsov,30.0,Russia
3498,Thor Kristensen,24.0,Denmark
3499,Tomasz Kucharski,30.0,Poland
3500,Elise Laverick,29.0,Great Britain
3501,Raffaello Leonardo,31.0,Italy
3502,Glen Loftus,28.0,Australia
3503,Manuela Lutze,30.0,Germany
3504,Oleh Lykov,31.0,Ukraine
3505,Sam Magee,21.0,United States
3506,Bruno Mascarenhas,23.0,Italy
3507,Mike McKay,39.0,Australia
3508,Daniël Mensch,25.0,Netherlands
3509,Anna MickelsonCummins,24.0,United States
3510,Alison Mowbray,33.0,Great Britain
3511,Stephan Mølvig,25.0,Denmark
3512,Lianne Nelson,32.0,United States
3513,Elisabeta OleniucLipa,39.0,Romania
3514,Britta Oppelt,26.0,Germany
3515,Ioana PapucRotaru,20.0,Romania
3516,Matthew Pinsent,33.0,Great Britain
3517,Constanta PipotaBurcica,33.0,Romania
3518,Vasilios Polymeros,28.0,Greece
3519,Lorenzo Porzio,22.0,Italy
3520,Jason Read,26.0,United States
3521,Daniela Reimer,21.0,Germany
3522,Stuart Reside,25.0,Australia
3523,Rebecca Romero,24.0,Great Britain
3524,Katrin RutschowStomporowski,29.0,Germany
3525,Alessio Sartori,27.0,Italy
3526,Rebecca Sattin,23.0,Australia
3527,Leonid Shaposhnykov,34.0,Ukraine
3528,Sarah Siegelaar,22.0,Netherlands
3529,Diederik Simon,34.0,Netherlands
3530,Nikša Skelin,26.0,Croatia
3531,Siniša Skelin,30.0,Croatia
3532,Nikos Skiathitis,22.0,Greece
3533,Marlies Smulders,22.0,Netherlands
3534,Luka Špik,25.0,Slovenia
3535,Nikolay Spinev,30.0,Russia
3536,Geoff Stewart,30.0,Australia
3537,James Stewart,30.0,Australia
3538,Steve Stewart,26.0,Australia
3539,Aleksey Svirin,25.0,Russia
3540,Robert Sycz,30.0,Poland
3541,Stefan Szczurowski,22.0,Australia
3542,Angela TamasAlupei,32.0,Romania
3543,Helen Tanger,25.0,Netherlands
3544,James Tomkins,38.0,Australia
3545,Michael Toon,25.0,Australia
3546,Pascal Touron,31.0,France
3547,Olaf Tufte,28.0,Norway
3548,Kirsten van der Kolk,28.0,Netherlands
3549,Marit van Eupen,34.0,Netherlands
3550,Annemarieke van Rumpt,24.0,Netherlands
3551,Matthijs Vellenga,26.0,Netherlands
3552,Gijs Vermeulen,23.0,Netherlands
3553,Sébastien Vielledent,27.0,France
3554,Bryan Volpenhein,27.0,United States
3555,Peggy Waleska,24.0,Germany
3556,Froukje Wegman,25.0,Netherlands
3557,Stuart Welch,26.0,Australia
3558,Jake Wetzel,27.0,Canada
3559,Mary Whipple,24.0,United States
3560,Barney Williams,27.0,Canada
3561,Steve Williams,28.0,Great Britain
3562,Sarah Winckless,30.0,Great Britain
3563,Ester Workel,29.0,Netherlands
3564,Ivo Yanakiev,28.0,Bulgaria
3565,Agostino Abbagnale,34.0,Italy
3566,Buffy AlexanderWilliams,23.0,Canada
3567,Michel Andrieux,33.0,France
3568,Tessa Appeldoorn,27.0,Netherlands
3569,Louis Attrill,25.0,Great Britain
3570,Darren Balmforth,27.0,Australia
3571,Michiel Bartman,33.0,Netherlands
3572,Guin Batten,32.0,Great Britain
3573,Miriam Batten,35.0,Great Britain
3574,Sebastian Bea,23.0,United States
3575,Fredrik Bekken,25.0,Norway
3576,JeanChristophe Bette,22.0,France
3577,Laryssa Biesenthal,29.0,Canada
3578,Claudia Blasberg,25.0,Germany
3579,Igor Boraska,29.0,Croatia
3580,Kathrin Boron,30.0,Germany
3581,Simon Burgess,33.0,Australia
3582,Dan Burke,26.0,Australia
3583,Giovanni Calabrese,33.0,Italy
3584,Lorenzo Carboncini,23.0,Italy
3585,Thibaud Chapelle,23.0,France
3586,Veronica CogeanuCochelea,34.0,Romania
3587,Christine Collins,31.0,United States
3588,Iztok Cop,28.0,Slovenia
3589,James Cracknell,28.0,Great Britain
3590,Krešimir Culjak,30.0,Croatia
3591,Heather Davis,26.0,Canada
3592,Riccardo Dei Rossi,31.0,Italy
3593,Simon Dennis,24.0,Great Britain
3594,Ben Dodwell,28.0,Australia
3595,Xavier Dorfmann,27.0,France
3596,Oksana Dorodnova,26.0,Russia
3597,Rowley Douglas,23.0,Great Britain
3598,Maria Dumitrache,23.0,Romania
3599,Rumyana DzhadzharovaNeykova,27.0,Bulgaria
3600,Eskild Ebbesen,28.0,Denmark
3601,Thomas Ebert,27.0,Denmark
3602,Anthony Edwards,27.0,Australia
3603,Meike Evers,23.0,Germany
3604,Victor Feddersen,32.0,Denmark
3605,Irina Fedotova,25.0,Russia
3606,Jaime Fernandez,29.0,Australia
3607,Tim Foster,30.0,Great Britain
3608,Igor Francetic,23.0,Croatia
3609,Tihomir Frankovic,29.0,Croatia
3610,Liliana Gafencu,25.0,Romania
3611,Rossano Galtarossa,28.0,Italy
3612,Sarah Garner,29.0,United States
3613,Marco Geisler,26.0,Germany
3614,Elena Georgescu,36.0,Romania
3615,Alastair Gordon,23.0,Australia
3616,Katherine Grainger,24.0,Great Britain
3617,Luka Grubor,26.0,Great Britain
3618,Marcel Hacker,23.0,Germany
3619,Andreas Hajek,32.0,Germany
3620,Bo Hanson,27.0,Australia
3621,Brett Hayman,28.0,Australia
3622,Yves Hocdé,27.0,France
3623,Ben HuntDavis,28.0,Great Britain
3624,Rob Jahrling,26.0,Australia
3625,Yekaterina KhodatovichKarsten,28.0,Belarus
3626,Alison Korn,29.0,Canada
3627,Manja Kowalski,24.0,Germany
3628,Kerstin KowalskiElQalqili,24.0,Germany
3629,Karen Kraft,31.0,United States
3630,Tomasz Kucharski,26.0,Poland
3631,Yuliya Levina,27.0,Russia
3632,Andrew Lindsay,23.0,Great Britain
3633,Gillian Lindsay,26.0,Great Britain
3634,Dirk Lippits,23.0,Netherlands
3635,Matthew Long,25.0,Australia
3636,Elia Luini,21.0,Italy
3637,Theresa Luke,33.0,Canada
3638,Manuela Lutze,26.0,Germany
3639,Søren Madsen,24.0,Denmark
3640,Heather McDermid,31.0,Canada
3641,Mike McKay,35.0,Australia
3642,Elien Meijer,30.0,Netherlands
3643,Larisa Merk,29.0,Russia
3644,Valter Molea,34.0,Italy
3645,Carlo Mornati,28.0,Italy
3646,Xeno Müller,28.0,Switzerland
3647,Ted Murphy,28.0,United States
3648,Elisabeta OleniucLipa,35.0,Romania
3649,Ioana Olteanu,34.0,Romania
3650,Nelleke Penninx,29.0,Netherlands
3651,Silvijo Petriško,20.0,Croatia
3652,Leonardo Pettinari,27.0,Italy
3653,Matthew Pinsent,29.0,Great Britain
3654,Constanta PipotaBurcica,29.0,Romania
3655,Kristina Poplavskaja,29.0,Lithuania
3656,Laurent Porchier,32.0,France
3657,Nick Porzig,28.0,Australia
3658,Martijntje Quik,26.0,Netherlands
3659,Simone Raineri,23.0,Italy
3660,Steven Redgrave,38.0,Great Britain
3661,Robert Richards,28.0,Australia
3662,Emma Robinson,28.0,Canada
3663,JeanChristophe Rolland,32.0,France
3664,Katrin RutschowStomporowski,25.0,Germany
3665,Christian Ryan,23.0,Australia
3666,Birute Šakickiene,31.0,Lithuania
3667,Alessio Sartori,23.0,Italy
3668,Nicola Sartori,24.0,Italy
3669,Fred Scarlett,25.0,Great Britain
3670,Missy SchwenRyan,28.0,United States
3671,Diederik Simon,30.0,Netherlands
3672,Nikša Skelin,22.0,Croatia
